Description,No,Barcode,Serial Number,Status,Second,Cost
HP SCANNER MODEL A630,7,1004979,CN22GDF032,ACTIVE,Current,5000.0
HP TFT LE1711 MONITOR MODEL: HSTND-276-F,63,1008452,3CQ036C3NP,ACTIVE,Current,9000.0
HP TFT MONITOR LE1711 MODEL: HSTND-2761-F,64,1008449,3CP036C3QC,ACTIVE,Current,9000.0
HP TFT MONITOR MODEL:LE1711,65,1008461,3CQO36C3N,ACTIVE,Current,9000.0
HP(SP?) LASERJET PRINTER MN P2015 BM,33,1007403,CNBW88P11P,ACTIVE,Current,7852.0
HPLC MACHINE HITACHI,9,1004993,WEJ55B5,,ACTIVE,0.0
HPLC(PREPARATIVE),168,1006757,,,ACTIVE,0.0
HYBRIDISATION INCUBATOR MODEL ST02HS,169,1003315,R000100012,,ACTIVE,0.0
HYBRIDISATION OVEN MODEL 7601,170,1003316,10147801D,,ACTIVE,0.0
IBM CPU,281,1001923,8132277G-LMLN9NR,ACTIVE,Acquired,60000.0
IBM CPU MODEL:6587,282,1006752,558M9FZP166,ACTIVE,Acquired,60000.0
IBM DESKTOP COMPUTER,30,1000850,LMLN9LL,ACTIVE,Current,60000.0
IBM KEYBOARD,74,1005721,89P8337,ACTIVE,Current,5000.0
IBM KEYBOARD MODEL: KB-9910,57,1008422,0037483,ACTIVE,Acquired,2000.0
IBM MONITOR,238,1001922,3850T12613Q,ACTIVE,Current,9000.0
"IBM MONITOR 14""",239,1001928,VC-24169,ACTIVE,Current,9000.0
IBM MONITOR MODEL:6547-21N-PRICE ESTIMATE,240,1006753,,ACTIVE,Current,8000.0
IBM PRINTER,103,1003899,1357,NOT WORKING,Current,25000.0
ICE FLAKER AF 100(SCOTSMAN)-OM00947,171,1002892,DA256775,ACTIVE,Current,183824.0
ICE MAKER MF:SCOTSMAN MODEL: AF103AS2315011,26,1008537,DL-1393-12W,ACTIVE,,
ICE MAKER MODEL:SCOTSMAN-OM02336,34,1006408,DA28195,ACTIVE,Current,353929.0
ICE MAKER-OM02336,35,1006409,DA020585,NOT WORKING,Current,353929.0
ICEMAKER - HOSHIZAKI-OM02336,56,1000791,D00910,NOT WORKING,Current,353929.0
"ICPHR, CMR,WELCOME TRUST AND CRDR LAND",1,1006831,,ACTIVE,Current,1559719910.0
"IDRL LAB, VCT & TRC LAB SUPPLIES BLOCK",8,1008778,,ACTIVE,Current,6175000.0
IMAC COMPUTER,283,1003048,KY606067UUB6A,ACTIVE,Current,45000.0
IMAC KEYBOARD,67,1007245,KY542089AQL3B,ACTIVE,Current,5000.0
"IMAC MONITOR 14""-PRICE ESTIMATE",241,1002244,KY1250YKFK4VC,ACTIVE,Current,60000.0
IMAC MONITOR AND CPU - PRICE EST,64,1007244,QP6330EUV2J,ACTIVE,Acquired,60000.0
IMARK COMPUTER,284,1002140,KY54205T50PBB,ACTIVE,Current,45000.0
IMPULSE SEALER,38,1000912,TISH300,ACTIVE,0.00,
INBUILT CABINET,73,1003563,,ACTIVE,Current,15000.0
INBUILT CUPBOARD-PRICE ESTIMATE-PRICE ESTIMATE,6,1004302,,ACTIVE,Current,12000.0
INCUBATOR,45,1006621,8000NC,ACTIVE,Current,65000.0
INCUBATOR (MEMMERT),46,1002690,,ACTIVE,Current,72353.0
INCUBATOR - CO2-OM02280,47,1000893,10020048,ACTIVE,Current,489202.56
INCUBATOR ADVANTEC-OM00522,48,1001885,45028,ACTIVE,Current,787292.0
INCUBATOR CO2-OM01041,49,1000894,35277,ACTIVE,Current,31977.0
INCUBATOR IF-3B-OM01938,50,1002287,KI0F017,ACTIVE,Current,9593.0
INCUBATOR IL-91-OM01039,21,1004445,165004,ACTIVE,Current,8954.0
INCUBATOR JOVAN,53,1002377,K10T009,,ACTIVE,0.0
INCUBATOR MEMMEST-OM02507,22,1004444,019098.0088,NOT WORKING,Current,113054.0
INCUBATOR MF: GRIFFIN & GEORGE MD: GRIFFIN 1/,27,1008732,33/4951A,ACTIVE,,
INCUBATOR MODEL 1F-8E,54,1002057,Y4410803,,ACTIVE,0.0
INCUBATOR ORBITAL,55,1002659,,,ACTIVE,0.0
INCUBATOR R-6T-OM02021,26,1004381,H-2371,ACTIVE,Current,23562.0
INCUBATOR SANYO,56,1001876,1010026,,ACTIVE,0.0
INCUBATOR SANYO FORMS SCIENTIFIC,27,1004378,8712,,ACTIVE,0.0
INCUBATOR SANYO MIR-262,28,1004471,10110280,,ACTIVE,0.0
INCUBATOR STUART SCIENTIFIC,58,1002433,R0Q100009,,ACTIVE,0.0
INCUBATOR TVA 660DA(TOYO SEISAKUSHO KAISHA,59,1002824,45022,ACTIVE,Current,68745.6
INCUBATOR-GYRO-ROCKER(5170),61,1002490,R000001,ACTIVE,Current,65000.0
INGRATOR HITACHI D2550,11,1004996,064-00,,ACTIVE,0.0
INSPISSATOR,39,1004544,RDC,,ACTIVE,0.0
INSTITUTE OF TROPICAL MEDICINE(KNH),6,1006820,,ACTIVE,Current,13383388.8
INTELEGENTFRIZER,12,1005001,,,ACTIVE,0.0
INTELLIGENT CLINICAL CHEMISTRY ANALYSER,172,1000155,100301,ACTIVE,Current,1500000.0
INTELLO WAVE MODEL MS-19422G,174,1002644,710TATG00545,ACTIVE,Current,13000.0
INTERCOM NATIONAL,112,1001595,,,ACTIVE,0.0
INTERGRATOR MODEL:CRIB MFG:SHIMADZU,175,1006766,121113,,ACTIVE,0.0
INTERMEDIATE RESIDENTIAL HOUSES,5,1008782,,ACTIVE,Current,52130000.0
INVERTED MICROSCOPE,52,1000892,60402,ACTIVE,Current,8000.0
INVERTED MICROSCOPE MF: NIKON MODEL: ECLIPS,1,1008543,602864,ACTIVE,Current,8000.0
INVERTED MICROSCOPE NIKON ECLIPSE TS100,54,1000887,602399,ACTIVE,Current,8000.0
INVERTED MICROSCOPE TS 100,55,1002911,401782,ACTIVE,Current,8000.0
INVERTED MICROSCOPE(OLYMPUS),56,1002399,K10243,ACTIVE,Current,8000.0
ISO FLOW DISPENSER (SPRY MACHINE),176,1001845,103200,,ACTIVE,0.0
JELL CAMERA MODEL: QSP 46400,177,1002069,,,ACTIVE,0.0
JUNIOR STAFF QUARTERS,6,1008783,,ACTIVE,Current,35100000.0
KEYBOARD,219,1000326,CN0RH6566589079M02XZ,ACTIVE,Current,5000.0
KEYBOARD DELL,239,1000241,38825694,ACTIVE,Current,5000.0
KEYBOARD MODEL: KB-0316,58,1008457,,ACTIVE,Current,2000.0
KISUMU - KISIAN LAND,1,1008772,,ACTIVE,Current,147024500.0
KITCHEN CHAIR,482,1003831,,ACTIVE,Current,3000.0
KITCHEN TABLE-PRICE ESTIMATE,111,1003829,,ACTIVE,Current,10000.0
KUBOTA GENERATOR MODEL:AE65500-STD,31,1007396,587356,ACTIVE,Current,50000.0
KYOCERA PRINTER,104,1004031,KM-1635,NOT WORKING,0.00,
KYOCERA PRINTER FS-1920,18,1008411,GPK-4516839,ACTIVE,Current,25000.0
LAB ANNEX HISTOLOGY BLOCK(MORTUARY),14,1006794,,ACTIVE,Current,3458240.0
LAB FREEZER CRYOTECHNICS,85,1002397,0081298F,,ACTIVE,0.0
LAB STOOL,81,1000461,,ACTIVE,Current,1500.0
LABORATORY BENCH-ESTIMATE,82,1002787,,ACTIVE,Current,15000.0
LABORATORY BENCHES-ESTIMATE,86,1002742,,ACTIVE,Current,15000.0
LABOVERT MICROSCOPE,57,1002683,042471,ACTIVE,Current,145000.0
LAMINATED TABLE-PRICE ESTIMATE,114,1000463,,ACTIVE,Current,15000.0
"LAMP MACHINE CONTROL UNIT MF: EIKEN, MODEL:",29,1008553,E105192,ACTIVE,,
LANDLINE TELEPHONE RECEIVER,113,1003624,,ACTIVE,Acquired,9000.0
LAPTOP,285,1003646,,ACTIVE,Acquired,60000.0
LAPTOP HP,91,1005667,,ACTIVE,Current,20000.0
LARGE CAPACITY CENTRIFUGE,178,1002318,28267,,ACTIVE,0.0
LARYNGOSCOPE(COMPLETE SET),179,1001468,,,ACTIVE,0.0
LASER JET PRINTER,105,1000304,M1132MFP,ACTIVE,Current,25000.0
LASER JET PRINTER 1536 DNT,106,1000305,CNG8FDSH4L,ACTIVE,Current,25000.0
LASERJET PRINTER 1100-SCRAP VALUE,107,1001330,FRHR820712,ACTIVE,Current,1000.0
LASERJET PRINTER 1200 MODEL RT7DC,19,1008495,ANCHC41,ACTIVE,Current,25000.0
LASERJET PRINTER 2100 MODEL: CH17OA,20,1008494,FRGTO76406,ACTIVE,Current,25000.0
LASERJET PRINTER MODEL PROP 400 MFP,109,1003570,CND8F3T300,ACTIVE,Current,25000.0
LASERJET PRINTER P1505 MODEL: BIOSB-0604-00,21,1008458,,ACTIVE,Current,25000.0
LASERJET PRINTER P2055D MODEL: BIOSSB-0801-00,22,1008496,,ACTIVE,Current,25000.0
LATHE MACHINE PROS 400X620-PRICE ESTIMATE|I-N,39,1000329,502965,ACTIVE,Current,500000.0
LAWN MOVER R484,3,1008637,8782199,ACTIVE,Current,25000.0
LCD PROJECTOR,48,1008433,,ACTIVE,Current,35000.0
LECTURE HALLS,15,1006782,,ACTIVE,Current,19562831.4
LENOVO CPU,287,1004033,71X3518,ACTIVE,Acquired,60000.0
LENOVO KEYBOARD,240,1000245,303475,ACTIVE,Current,500.0
LENOVO MONITOR-PRICE ESTIMATE,242,1004032,V3A9412,ACTIVE,Current,9000.0
LG CPU,74,1007739,8271036,ACTIVE,,
LG FOOD FRIDGE,86,1003696,FLN-005680,ACTIVE,Current,32000.0
LG FRIDGE,9,1008163,4031NXJ3Z-826,ACTIVE,Current,32000.0
LG FRIDGE EXPRESS COOL GR-4825F,34,1004600,,ACTIVE,Current,32000.0
LG FRIDGE MODEL: G2-T582G,12,1007893,912KR00004,ACTIVE,Current,32000.0
"LG LCD 42""",22,1004273,2095SRV9335,ACTIVE,Current,40000.0
LG MICROWAVE,3,1003627,704TAHQ00105,ACTIVE,Current,6000.0
LG MICROWAVE MODEL MS-1942G,4,1003274,709TAXT00186,ACTIVE,Current,35000.0
LG REFRIFGERATOR,13,1004327,812LPBL000317,ACTIVE,Current,32000.0
LIBRARY BLOCK,16,1006781,,ACTIVE,Current,19562831.4
LIGHT BEAM DIAGHRAM MODEL:R-20,180,1000190,62817244,,ACTIVE,0.0
LIGHT CYCLER ROCH,41,1000839,6MHX025X00D14,ACTIVE,0.00,
LIGHT MICROSCOPE MODEL DIALUX 20EB,58,1003281,020-052008,ACTIVE,Current,145000.0
LIGHT MICROSCOPE MODEL NIKON,59,1003284,444384,ACTIVE,Current,2000.0
LIGHT MICROSCOPE OLYMPUS VANOX,60,1001342,,ACTIVE,Current,2000.0
LINX PRINTER,110,1000920,BY389,ACTIVE,Current,25000.0
LIQUID CAN-PRICE ESTIMATE,181,1002435,,ACTIVE,Current,2000.0
LOOPAMP(REALTIME TURBIMETER) MF:EIKEN MODEL:,30,1008554,EA150412,ACTIVE,,
LOW PRESSURE CHROMATOGRAPHY MODEL:BIOLO,37,1006756,358BR1643,ACTIVE,Current,106590.0
MAC DESKTOP WITH MULTISYNCS EA 191 MONITOR,62,1008255,CK0040444PD,ACTIVE,Current,9000.0
MAGNETIC STERILE WITH HEATER MODEL VMS-C7,183,1001895,,,ACTIVE,0.0
MAGNETIC STIRRER HOTPLATE(STUART SCIENTIFIC),41,1004550,17249,ACTIVE,Scrap value,4195.84
MAGNETIC STIRRER MD:IKA-COLOR SQUID,31,1008559,I766032,ACTIVE,,
MAGNETIC STIRRER MF: STUART MD: CB161,32,1008735,R000101195,ACTIVE,,
MAGNETIC STIRRER MODEL:C-25 MFG:TOYOS CO,38,1006768,492706,ACTIVE,Scrap value,4195.84
MAGNETIC STIRRER POODLE(C-2S),184,1002329,BTJ0309,ACTIVE,Scrap value,4195.84
MAGNETIC STIRRER SRS 710AA(ADVANTEC JAPAN),185,1002838,5074400,ACTIVE,Scrap value,4195.84
MAGNETIC STIRRER/ HOTPLATE,187,1002328,K10F032,ACTIVE,Scrap value,4195.84
MAIN STORE,9,1008780,,ACTIVE,Current,8489000.0
MANUAL PROCESSOR,188,1000209,,,ACTIVE,0.0
MASTERCLAVE 09,43,1000919,25061278,ACTIVE,0.00,
MCE CENTRUFUGE S:ENGLAND MODEL:MINOR CEN,42,1005013,846499,ACTIVE,Current,41888.0
MCROSCOPE COMPUTER DELL(DELL),288,1002820,,,ACTIVE,0.0
MECER CPU MODEL COMBO 52X,289,1003251,,OBSOLETE,Current,20000.0
MECER MONITOR,243,1003250,JS585,ACTIVE,Current,8000.0
MECER UPS,159,1002361,839A00754,ACTIVE,Current,5000.0
MEDICAL COOLER PANASONIC-OM02503,29,1004517,12060442,ACTIVE,Current,14882.56
MEDICAL COOLER SANYO MPR-311DH-OM02503,30,1004491,10120921,ACTIVE,Current,14882.56
MEDICAL COOLER SANYO-OM02503,189,1002542,30606067,ACTIVE,Current,14882.56
MEDICAL COOLER-OM02503,190,1002535,50811009,ACTIVE,Current,14882.56
MEDICAL FREEZER,91,1002295,K10F045,ACTIVE,Current,32000.0
MEDICAL FREEZER MDF-U537(SANYO BIOMEDICAL I,98,1002870,50201814,ACTIVE,Current,136160.64
MEDICAL FREEZER PANASONIC(MPR-311DH-PE)-OM,35,1004418,12060441,ACTIVE,Current,13284.0
MEDICAL FREEZER SANYO,99,1003675,70705316,ACTIVE,Current,32000.0
MEDICAL FREEZER SANYO(-30C)-OM01948,102,1000882,9100135,ACTIVE,Current,14212.01
MEDICAL ILLUSTRATION BLOCK,17,1006806,,ACTIVE,Current,6380452.8
MEDICINE TROLLEY,90,1001467,,ACTIVE,Current,3266.56
MEDICOOL SANYO HIV/FRZ/003,191,1003678,50404724,ACTIVE,Current,148262.4
MEDICOOL SANYO HIV/REF/002,192,1003676,70705337,ACTIVE,Current,148262.4
MELTING POINT APP 600-100F GALLENKAMP-OM021,39,1006733,209434,ACTIVE,Current,13037.0
MEMBRANE FEEDER MODEL 000-8699,193,1002693,870238,,ACTIVE,0.0
MERCURY CPU-PRICE ESTIMATE,290,1000247,AES11510767,ACTIVE,Acquired,60000.0
MERCURY UPS,14,1008448,,ACTIVE,Current,5000.0
METAL CABINET,76,1003375,,ACTIVE,Current,25000.0
METALLIC BOOKSHELF-PRICE EST,5,1008067,,ACTIVE,Current,10000.0
METALLIC CABINET,83,1001240,,ACTIVE,Current,25000.0
METALLIC CABINET(FIREPROOF),236,1003464,,ACTIVE,Current,25000.0
METALLIC CABINET-PRICE EST,7,1007915,,ACTIVE,Current,25000.0
METALLIC CABINET-SCRAP VALUE(FF01695),64,1005675,,ACTIVE,Current,4000.0
METALLIC CHAIR,174,1008593,,ACTIVE,Current,5000.0
METALLIC CUPBOARD,93,1001631,,ACTIVE,Current,25000.0
METALLIC CUPBOARD- PRICE ESTIMATE,98,1003791,,ACTIVE,Current,12000.0
METALLIC DRAWER,2,1000260,,ACTIVE,Current,15000.0
METALLIC DRAWER - UCHIDA,3,1000043,,ACTIVE,Current,15000.0
METALLIC DRAWER CABINET,65,1005204,,ACTIVE,Current,15000.0
METALLIC LOCKER-PRICE ESTIMATE,108,1000243,,ACTIVE,Current,15000.0
METALLIC PRODUCTION KEY BOX,109,1000480,,,ACTIVE,0.0
METALLIC RACK,111,1006402,,ACTIVE,Current,18000.0
METALLIC SHELF,4,1005624,,ACTIVE,Current,15000.0
METALLIC SHELVES,125,1000059,,ACTIVE,Current,15000.0
METALLIC STAND,129,1000778,,ACTIVE,Current,6000.0
METALLIC STOOL,15,1008660,,ACTIVE,Current,2000.0
METALLIC TABLE,117,1001356,,ACTIVE,Current,15000.0
METALLIC WARDROBE,133,1003637,,ACTIVE,Current,25000.0
MGE UPS SYSTEM,161,1006332,PH-/0011,ACTIVE,0.00,
MICRO CENTRIFUGE L-46-OM01740,194,1002359,,ACTIVE,Current,99653.0
MICRO CENTRIFUGE VWR 003-OM02107,195,1002356,,ACTIVE,Current,191383.0
MICRO CENTRIFUGE VWR-OM02107,196,1002352,11050855,ACTIVE,Current,191383.0
MICRO CONCENTRATOR MODEL EPPENDORF 5301-,197,1003306,,ACTIVE,Current,21266.0
MICRO OVEN MODEL:B290 HERAEUS-OM02187,40,1006740,8100900,ACTIVE,Current,35000.0
MICROCENTANX-MSE,43,1004576,SG99/03/140,,ACTIVE,0.0
MICROCENTRIFUGE 5424(EPPENDORF AG-USA/GER,198,1002866,5424C0055112,ACTIVE,Current,788200.0
MICROFLOW LABCONCO,44,1004603,980700031S,,ACTIVE,0.0
MICROFLOW NL/35,45,1004547,RDC-006,,ACTIVE,0.0
MICROFLOW RDG 021,46,1004562,3290,,ACTIVE,0.0
MICROLINE 3390 (24PIN PRINTER),34,1007633,66AJ4098927,ACTIVE,,
MICROPIPETES GILSON,199,1000159,U65265D,ACTIVE,Current,36000.0
MICROPLATE MIXER IKA ME(IKA @WORKS INC.)-OM,200,1002833,3.204938,ACTIVE,Current,84052.32
MICROPLATE READER MODEL ELX800,201,1002147,01QB 154766,ACTIVE,Current,600000.0
MICROPLATE WASHER 1575(BIO-RAD FRANCE),202,1002993,EB5E471105,ACTIVE,Current,471258.0
MICROPLATE WASHER MF: THERMOFISCHER SCIENTI,33,1008545,888-684A,ACTIVE,Current,600000.0
MICROSCOPE,1,1004609,,ACTIVE,Current,10000.0
MICROSCOPE C-PS,61,1002963,1048268,ACTIVE,Current,10000.0
MICROSCOPE CAMERA MF: NIKON MD:D5100,3,1008557,2170863,ACTIVE,,
MICROSCOPE CH20BIMF200,62,1002964,2C23595,ACTIVE,Current,10000.0
MICROSCOPE DIALUX 20EB,2,1004641,020-482.008,ACTIVE,Current,10000.0
MICROSCOPE KRUSS,63,1006700,1120018081,ACTIVE,Current,10000.0
MICROSCOPE LEICA DM500,3,1004423,8040160949BP0130,ACTIVE,Current,10000.0
MICROSCOPE MF:KRUSS OPTRONIC GERMANY MD:,5,1008724,1120017108,ACTIVE,,
MICROSCOPE MF:OLYMPUS MD: CK OLYMPUS,6,1008558,206197,ACTIVE,,
MICROSCOPE MODEL ATC 2000,64,1001341,,ACTIVE,Current,10000.0
MICROSCOPE MODEL WILD M5A,65,1003390,5200002,ACTIVE,Current,10000.0
MICROSCOPE NIKON SMZ800,66,1000888,3012866,ACTIVE,Current,10000.0
MICROSCOPE OLYMPUS CH20,4,1004477,2C23603,ACTIVE,Current,10000.0
MICROSCOPE OLYMPUS CX21,5,1004325,1B83357,ACTIVE,Current,10000.0
MICROSCOPE OLYMPUS CX41RF,6,1004371,2G16979,ACTIVE,Current,10000.0
MICROSCOPE OLYMPUS U-SPT,7,1004380,9F05502,ACTIVE,Current,10000.0
MICROSCOPE WILD,8,1004619,M40-58884,ACTIVE,Current,10000.0
MICROSCOPE YS100,67,1002965,524760,ACTIVE,Current,10000.0
MICROSCOPE(HEERBRUG) MODEL 355110,68,1002684,,ACTIVE,Current,145000.0
MICROTOME MODEL HM340E-OM01542,58,1001326,904190,ACTIVE,Current,31977.0
MICROWAVE,5,1001855,111JAN50G35,ACTIVE,Current,35000.0
MICROWAVE HINARI LIFESTYLE,1,1004520,80519100566,ACTIVE,Current,35000.0
MICROWAVE LG,7,1004028,391X3066,ACTIVE,Current,35000.0
MICROWAVE MODEL KM24VW,10,1003209,60300301,ACTIVE,Current,35000.0
MICROWAVE MODEL LG,11,1003602,903TAZF00021,ACTIVE,Current,35000.0
MICROWAVE MODEL RAMTONS,12,1003053,GR0708160282,ACTIVE,Current,35000.0
MICROWAVE MODEL RM0-6000-PRICE ESTIMATE,13,1002587,891007,ACTIVE,Acquired,6000.0
"MICROWAVE MODEL"" LG MS-1922G",3,1005508,801TAEJ00124,ACTIVE,Current,35000.0
MICROWAVE MODEL: HINARI,14,1006314,H1708234477,ACTIVE,Current,35000.0
MICROWAVE OVER RM 26(RAMTONS CO INC. CHIN,15,1002884,0321/12020121,ACTIVE,Current,6000.0
MICROWAVE POWER BOOST 900,16,1002343,MRG-838,ACTIVE,Current,35000.0
MICROWAVE RAMTONS,17,1006237,03992/10413,ACTIVE,Current,35000.0
MICROWAVE SANYO,19,1002378,20SKAB050059,ACTIVE,Current,35000.0
MILLI Q-PRICE ESTIMATE|I-NET,203,1001896,ZXR01010T0,ACTIVE,Current,1011896.0
MILLING MACHINE,44,1000335,N903525,NOT WORKING,0.00,
MILLING MACHINE COSMO ACE,45,1000334,LMD 1000,ACTIVE,0.00,
MILLING MACHINE TARGET MARK 4,46,1000338,8737/7,NOT WORKING,0.00,
MILLIPORE Q-POD MF: MILLIPORE,34,1008551,F2MA5721B,ACTIVE,Current,11081.84
MILLQ MF: MILLIPORE,35,1008550,F2MA52832B,ACTIVE,Current,1011896.0
MINI BENCH TOP UV TRANSILLUMINATOR(UVP CO.U,204,1002889,061710-001,ACTIVE,Current,2842.39
MINI-VIDAS(ITALY) MINIVIDAS,14,1005000,ITV-121,,ACTIVE,0.0
MINIPOWER CONTROL,11,1008638,260301,ACTIVE,,
MIXER OHAUS/PIONEER PA214,36,1008266,B403223780,ACTIVE,,
MIXER-OM02298,47,1001837,2800001987,ACTIVE,Current,26611.0
MOBILE X-RAY MACHINE(COMPACT) MODEL:21332,205,1000195,38642YY5,,ACTIVE,0.0
MONITOR,244,1002252,E25347,ACTIVE,Current,9000.0
"MONITOR 14""",257,1000729,05P099,ACTIVE,Current,9000.0
"MONITOR 14"" LENOVO-PRICE ESTIMATE",264,1000244,1820094,ACTIVE,Current,8000.0
"MONITOR 14""HP LE1851W",265,1000229,CNC950QGR8,ACTIVE,Current,9000.0
MONITOR HP,266,1000909,3CQ0301DK4,ACTIVE,Current,9000.0
MONITOR MODEL: EA191MBK,66,1008260,99345183TB,ACTIVE,Current,9000.0
MONITOR PLATRON L1510M,68,1007780,307G53642,ACTIVE,Current,9000.0
"MONITOR14""",267,1000242,CN09M556,ACTIVE,Current,9000.0
MORTURY REFRIGERATOR (KATOMAN MORTUARY),103,1001296,,ACTIVE,Current,26180.0
MOUNTED CABINET,239,1006308,,ACTIVE,Current,15000.0
MOUNTED WOODEN CABINET,241,1006057,,ACTIVE,Current,15000.0
MOUSE MODEL: NBRBP-02,49,1008456,,ACTIVE,Current,200.0
MOVING TROLLEY,134,1000563,,ACTIVE,Current,5000.0
MULTIBLOCK HEATER,47,1004612,0199-0202,,ACTIVE,0.0
MULTISCKAN ELISA READER MF:THERMOSCIENTIFICM,37,1008555,3550004678,ACTIVE,,
"MY CYCLER, THERMAL CYCLER, BIO-RAD(BIO-RAD)",206,1002903,577BR0171,ACTIVE,0.00,
MYCOLOGY LAB(KNH),7,1006811,,ACTIVE,Current,5256524.8
NASHUATEC PRINTER,111,1002189,W30295031814,ACTIVE,Current,25000.0
NASHUATEC PRINTER MODEL: D5M618,35,1007441,0014150,ACTIVE,Current,25000.0
NEC MONITOR MODEL: LCD1970NX-2,268,1002143,63A23615YBNX-2,ACTIVE,Current,7000.0
NETWORK SWITCH,29,1000963,,,ACTIVE,0.0
NETWORK SWITCH 3-COM,116,1000253,2024,ACTIVE,Current,6000.0
NETWORK SWITCH 3COM,30,1000011,3C16794,ACTIVE,Current,6000.0
NETWORK SWITCH CABINET MODEL W2-C2950T-24,243,1003079,F0C0541WCT,ACTIVE,Current,32000.0
NIKON INVERTED MICROSCOPE(NIKON),69,1002806,402494,ACTIVE,Current,8000.0
NIKON MICROSCOPE MODEL SM2-1,70,1003389,166252,ACTIVE,Current,20000.0
NISSAN GENERATOR GG1800,12,1008635,1005627,ACTIVE,Current,50000.0
NORSTAR OFFICE TELEPHONE,117,1006554,AQ397233,ACTIVE,Acquired,6000.0
NORSTAR TELEPHONE,22,1005075,NNTMET00E694,ACTIVE,Acquired,6000.0
NORSTART TELEPHONE,27,1005351,,ACTIVE,Acquired,6000.0
NORSTER TELEPHONE,28,1004222,A0731341,ACTIVE,Acquired,6000.0
NORTEL NETWORK OFFICE TELEPHONE,29,1005212,,ACTIVE,Acquired,6000.0
NORTEL OFFICE TELEPHONE,30,1005127,,ACTIVE,Acquired,6000.0
NORTEL TELEPHONE,31,1005385,,ACTIVE,Acquired,6000.0
NOT WORKING,56,1005317,CN-0P0151-64180-47V-31C1 DELL MONITOR,,Current,9000.0
NURSING STATION SWITCH BOARD - AIPHONE,119,1000796,,,ACTIVE,0.0
NYCORD CARD READER SRC:NORWAY MODEL:NYC,15,1005036,30676,,ACTIVE,0.0
OBSERVATION TROLLEY-OM00724,135,1000526,,ACTIVE,Current,600.0
OFFICE ARM CHAIR,484,1001372,,ACTIVE,Acquired,9000.0
OFFICE BANNER,136,1003658,,,ACTIVE,0.0
OFFICE CHAIR,176,1008592,,ACTIVE,Acquired,9000.0
OFFICE CHAIRS,908,1000049,,ACTIVE,Acquired,9000.0
OFFICE CHAIR`,347,1004230,,ACTIVE,Acquired,9000.0
OFFICE PHONE - ALCATEL,120,1000797,,ACTIVE,Acquired,6000.0
OFFICE PHONE ALCATEL,121,1000012,020732,ACTIVE,Acquired,6000.0
OFFICE PHONE- PANASONIC,122,1000798,5GCG802268,ACTIVE,Acquired,6000.0
OFFICE SEAT,914,1003619,,ACTIVE,Acquired,9000.0
OFFICE TABLE,4,1008155,,ACTIVE,Current,12000.0
OFFICE TABLES,231,1000023,,ACTIVE,Current,12000.0
OFFICE TELEPHONE,123,1000139,5537667,ACTIVE,Acquired,6000.0
OFFICE TELEPHONE ALCATEL,130,1000212,,ACTIVE,Acquired,6000.0
OFFICE TELEPHONE MODEL EP210,131,1003003,,ACTIVE,Acquired,6000.0
OFFICE TELEPHONE MODEL:5490 BPL,41,1005059,,ACTIVE,Acquired,6000.0
OFFICE TELEPHONE MODEL:BPL,42,1005040,,ACTIVE,Acquired,6000.0
OLYMPIA CALCULATOR,291,1003175,60262144,OBSOLETE,Current,2500.0
OLYMPUS MICROSCOPE,71,1002666,GTJ0034,ACTIVE,Current,145000.0
OLYMPUS MICROSCOPE CH-H52104(JAPAN)-OM02,73,1002990,873604,ACTIVE,Current,107564.16
OLYMPUS MICROSCOPE CH2,74,1000140,8B0188,ACTIVE,Current,145000.0
OLYMPUS MICROSCOPE CH2 MODEL: CHT,75,1000141,8B0305,ACTIVE,Current,145000.0
OLYMPUS MICROSCOPE MD: CX-21,7,1008725,IF80536,ACTIVE,Current,10000.0
OLYMPUS MICROSCOPE MODEL BX50F1,76,1002052,#NULL!,ACTIVE,Current,145000.0
OLYMPUS MICROSCOPE MODEL CX31RBSF,77,1002604,6F02728,ACTIVE,Current,8000.0
OLYMPUS MICROSCOPE MODEL OLYMPUS BH-2,78,1002122,708544,ACTIVE,Current,145000.0
OLYMPUS MICROSCOPE208829,8,1008583,,ACTIVE,Current,10000.0
OLYMPUS OCS,16,1004639,,,ACTIVE,0.0
ORDINARY INCUBATOR,59,1001865,10010028,ACTIVE,0.00,
OSCILLATOR TRI-SPEEDFAN MODEL: EF-D16V2,60,1000500,65Q3,ACTIVE,Current,5000.0
OSCILLOSCOPE MODEL 5440,61,1000416,102128,ACTIVE,0.00,
OSCILLOSCOPE MODEL:BOP 374.0020.02,62,1000413,879648/007,ACTIVE,0.00,
OTOSCOPE (COMPLETE SET),207,1001469,,,ACTIVE,0.0
"OVEN DRYING MODEL: UL50, MFG:MEMMERT-OM01",49,1006686,880159,ACTIVE,Current,14212.0
OXY-ACETYLIN TROLLEY,137,1000038,,,ACTIVE,0.0
OXYGEN CYLINDER BOC-PRICE ESTIMATE,208,1001462,,ACTIVE,Current,20000.0
OXYGEN CYLINDER-PRICE ESTIMATE,209,1000548,,ACTIVE,Current,20000.0
PABX MACHINE-PRICE ESTIMATE,43,1005406,,ACTIVE,Current,63360.0
PAEDIATRIC ENERY REDUCER(DEFIBRILLATOR),210,1001453,AL09L061009,,ACTIVE,0.0
PANASONIC ADVANCED,132,1001645,,,ACTIVE,0.0
