Description,No,Barcode,Serial Number,Status,Second,Cost
SANYO ULTRALOW FREEZER -OM01644,142,1003686,HEP017,ACTIVE,Current,23094.0
SANYO ULTRALOW FREEZER-OM01644,143,1003685,VHF/FZ/006,ACTIVE,Current,23094.0
SANYO ULTRALOW HIV/FRZ/008,251,1003677,20810368,ACTIVE,0.00,
SCANNER EPSON 3170,33,1001750,,ACTIVE,Current,16197.0
SCANNER MODEL CANON,34,1003408,,ACTIVE,Current,5000.0
SCINTILLATION ANALYSER MODEL A2100,90,1003290,414944,,ACTIVE,0.0
SCINTILLATION METER MODEL 540,91,1000419,12265,,ACTIVE,0.0
SECRETARY DESK,31,1003618,,,ACTIVE,0.0
SECRETARY SEAT,976,1003617,,ACTIVE,Current,25000.0
SECRETARY TABLE,239,1006459,,ACTIVE,Current,12000.0
SECRETARY TABLE-PRICE ESTIMATE,240,1003600,,ACTIVE,Current,8000.0
SHAKER HC1202,253,1002491,T01998,NOT WORKING,0.00,
SHAKER KR-1N KAYAGAKI,254,1002381,80491,ACTIVE,0.00,
SHAKER MODEL:VP-10B,255,1000146,4401119,ACTIVE,0.00,
SHAKER(FLASK) MODEL:SF1 STUART,63,1006746,1664,,ACTIVE,0.0
SHAKER(TEST TUBE) MODEL:JENCONS MFG:VOSS,64,1006774,TIR4812,,ACTIVE,0.0
SHAKER-OM01920,256,1002390,79219,ACTIVE,Scrap value,4619.0
SHAKING WATER BATH-OM01940,257,1001886,1318031-15,ACTIVE,Current,6040.0
SHEARING MACHINE,258,1006566,25599,ACTIVE,0.00,
SHELF,44,1006458,,ACTIVE,Current,8000.0
SHELF WITH GLASS,70,1003606,,ACTIVE,Current,8000.0
SHORTRIDGE INSTRUMENT(ELECTRONIC MICRO MA,92,1000412,M10247,,ACTIVE,0.0
SHOWER,93,1000557,,,ACTIVE,0.0
SHREDDER MACHINE IDEAL 4107-OM02504-OM0250,94,1003653,,ACTIVE,Current,55104.5
SHREDDER-OM02504-OM02509,95,1001768,HSM1252,ACTIVE,Current,55104.5
SIDE LOCKER,151,1006083,,ACTIVE,Current,15000.0
SIDE LOCKER-ESTIMATE,152,1006084,,ACTIVE,Current,4000.0
SINGLE CHANNEL PIPPETE-PRICE ESTIMATE,65,1006711,,ACTIVE,Current,5000.0
SMALL BENCH,158,1003014,,ACTIVE,Current,8000.0
SMALL COMPUTER TABLE,244,1003170,,ACTIVE,Current,15000.0
SMALL OFFICE TABLE,245,1003635,,ACTIVE,Current,12000.0
SMALL SHELF(1220X240),71,1003517,,ACTIVE,Current,8000.0
SMALL TABLE,246,1006256,,ACTIVE,Current,12000.0
SMART UPS 1000(APC PHILLIPINES),164,1002899,US1209101642,ACTIVE,0.00,
SOFASET,160,1002182,,,ACTIVE,0.0
SOLAR POWER CALCULATOR MODEL305-2,96,1000119,,ACTIVE,Current,3000.0
SONICATOR MODEL:UT-105 MFG: SHARP,71,1006687,EU 95015,ACTIVE,Current,41396.55
SONY PROJECTOR-OM02428,35,1003671,7043348328S,ACTIVE,Current,66528.0
"SONY TV 21""",97,1000228,,ACTIVE,Current,5000.0
SPA2 (COMPLETE SET) BD FACS SAMPLE PREP ASSIST,98,1002110,,,ACTIVE,0.0
SPACE HEATER - EXP 020-OM01676,99,1000828,,ACTIVE,Current,1317.0
SPIRAL BINDER(TEXET),24,1003124,,ACTIVE,Current,7000.0
STAFF CLINIC,22,1006800,,ACTIVE,Current,14654292.0
STAND,162,1002204,,ACTIVE,Current,1500.0
STAND BP MACHINE,175,1000554,,ACTIVE,Current,1500.0
STANDARD HEATBLOCK MODEL 949040,176,1002638,,ACTIVE,Current,1500.0
STANDBY CABINET,177,1006310,,ACTIVE,Current,1500.0
STANDING MICROSCOPE,83,1006269,TTJ0159,ACTIVE,Current,1500.0
STEAM STERILIZER,62,1001262,,ACTIVE,Current,280000.0
STEAM STERILIZER AUTOCLAVE-OM01926,63,1002430,39112142,ACTIVE,Current,902880.0
STEAM STERILIZER KD-2E,64,1001261,,ACTIVE,Current,280000.0
STEAM STERILIZER MODEL SP-203,65,1001264,,ACTIVE,Current,280000.0
STEEL STORE SHELF,72,1006088,,ACTIVE,Current,25000.0
STEEL WARDROBE-PRICE ESTIMATE,179,1000823,,ACTIVE,Current,30000.0
STEP UP & STEP DOWN TRANFORMER ST-300(GOLD S,100,1002851,GS201303TN008919,,ACTIVE,0.0
STEPDOWN TRANSFORMER CD240-02(TOYOZUMI DE,266,1002835,42000050CD240-02,ACTIVE,0.00,
STERILIZER MODEL SUKURA ASV-3001,66,1003187,4302619,ACTIVE,Current,280000.0
STERILIZERS-OM01902,67,1000538,,ACTIVE,Current,1776.0
STOOL,181,1000874,,ACTIVE,Current,1500.0
SUCTION MACHINE 3041-OM02102,269,1001458,,ACTIVE,Current,30195.0
SUNCTION MACHINE-OM01262,61,1000896,05359999,ACTIVE,Current,62507.0
SUPER FREEZER MODEL LEL,144,1002619,1B000213,ACTIVE,Current,180000.0
SUPER MIXER-OM02449,272,1000147,,ACTIVE,Current,77616.0
SUPER REINFORCED NOTICE BOARD,297,1000479,,,ACTIVE,0.0
SWITCHBOARD,103,1004152,A00051392874,ACTIVE,0.00,
SYNGENE VACUTEC,273,1002379,SYIGNR/1348,ACTIVE,0.00,
TABLE,249,1000656,,ACTIVE,Current,12000.0
TABLE CHAIR,389,1001358,,ACTIVE,Current,12000.0
TABLE TOP CENTRIFUGE H-28F(KOKUSAN CORP),393,1002930,129139,ACTIVE,Current,191600.64
TE-HER CO2 INCUBATOR CPE-1601,274,1002827,W-8207,ACTIVE,0.00,
TEACHING DESK,32,1002791,,ACTIVE,Current,8000.0
TEACHING MICROSCOPE MONITOR TM-H1950C(VIC,84,1002923,16901451,ACTIVE,Current,102219.0
TEACHING MICROSCOPE OLYMPUS,87,1006270,TT0119,ACTIVE,Current,16492.96
TECO MONITOR MODEL 7E518B,269,1003344,EZ72300044,,OBSOLETE,0.0
TELEPONE ALCATEL,163,1001078,,ACTIVE,Current,6000.0
TEST TUBE MIXER MODEL 065-OM01950,275,1001846,,ACTIVE,Scrap value,2842.0
TEST TUBE MIXER VORTEX(ADVANTEC SRT 010AA)-OM,276,1002834,,ACTIVE,Scrap value,2842.0
TESTING READING MIRROR MODEL:355,277,1006689,508082,ACTIVE,0.00,
THEATRE LAMP 751530,278,1001459,,ACTIVE,Current,78503.04
THEMO-ELECTRON CORPORATION-OM01091,279,1000161,DJ15445,ACTIVE,Current,639540.0
THERMAL PRINTER(SHIMADZU CORP JAPAN),126,1002929,0Z0841,,ACTIVE,0.0
THERMO CYCLE ARKTIK,72,1006062,AKC961400815,,ACTIVE,0.0
THERMO SCIENTIFIC IPA MODEL 905(THERMO FISCER,280,1002829,8283792924,ACTIVE,0.00,
THERMOCELL CODING & HEATING BLOCK(ALPHA L,281,1002883,BYQ6007E-300,ACTIVE,0.00,
THERMOCYCLER,73,1006304,PX220415,,ACTIVE,0.0
THERMOCYCLER 7500 REAL TIME PCR SYSTEM-OM00,282,1002366,7500-275008959,ACTIVE,Current,475438.0
THERMOCYCLER MACHINE 1 - ABBOT M 2000RT,283,1002531,7X9905,ACTIVE,0.00,
THERMOCYCLER MACHINE 2,284,1002532,897519,- ABBOT M 2000RT,ACTIVE,0.0
THERMOCYCLER NIC,285,1002334,K10F024.5,ACTIVE,0.00,
THERMOCYCLER TECHNE,74,1006303,65033-7,,ACTIVE,0.0
THERMOCYNE(NOUVA II) MODEL P13429,287,1002686,665826,ACTIVE,0.00,
THERMOMIXER MODEL EPPENDORF,288,1003297,535505807,ACTIVE,0.00,
THERMOSCIENTIFIC INCUBATOR,289,1002393,41544748,ACTIVE,0.00,
TIMBER IN OUTRY,298,1000478,,,ACTIVE,0.0
TIMER WATCH 06.0662-44(FISCHER SCIENTIFIC),105,1002842,130678959,ACTIVE,0.00,
TISSUE TEK,107,1001324,47151038,ACTIVE,0.00,
TLC SPRAY CHAMBER MODEL:SP600 TOYO KAGAKU,291,1006726,431001,ACTIVE,0.00,
TOMOGRAPHIC X-RAY MACHINE-OM00647,292,1000198,416443,OBSOLETE,Current,1122000.0
TOP LOADING BALANCE MFG:SALTER-ESTIMATE(OM,75,1006775,57470980358,ACTIVE,Current,11000.0
TRAINING CENTRE,23,1006798,,ACTIVE,Current,84110881.0
TRANSFORMER,293,1002602,,ACTIVE,Current,3717.0
TRANSFORMER CD240-06(TOYOZUMI DENGENKIKI)-O,295,1002902,,ACTIVE,Current,800.0
TRANSFORMER MODEL:DT50 MFG:SHIMADZU-OM002,77,1006767,4581684,ACTIVE,Scrap value,3718.0
TRANSFORMER ROOM,24,1006788,,ACTIVE,Current,4020204.0
TRANSILLUMINATOR BENCHTOP UV(CAMERA MONIT,270,1002637,95-0452-02,ACTIVE,Current,21780.0
TROLLEY,299,1002714,,ACTIVE,Current,8000.0
TROLLEY(LINEN)-ESTIMATE OM02047,303,1000738,,ACTIVE,Current,6283.2
TROLLEY-ESTIMATE OM02047,304,1000794,,ACTIVE,Current,6283.2
TYPER WRITER MODEL AM6780-OM02049,36,1000964,,NOT WORKING,Scrap value,2355.76
ULTRA HIGHSPEED CENTRIFUGE-OM01642,62,1000901,LXP05H01,ACTIVE,Current,846450.0
ULTRA LOW FREEZER,145,1001860,13030036,ACTIVE,Current,1099000.0
ULTRA LOW SANYO MDF-192AT(SANYO ELECTRIC BI,296,1002830,50404874,ACTIVE,0.00,
ULTRA PURE WATER SYSTEM,63,1001852,RFU354BA,ACTIVE,0.00,
ULTRALOW CENTRIFUGE-OM01477,297,1002664,,ACTIVE,Current,11286.0
ULTRALOW FREEZER SANYO-OM02283,147,1003692,08070697,ACTIVE,Current,568593.0
ULTRALOW TEMP FREEZER SANYO MDF-U33865,149,1002906,,,ACTIVE,0.0
ULTRALOW TEMP. FREEZER(SANYO),150,1002831,50404872,,ACTIVE,0.0
ULTRASONIC CLEANER(SMT CO LTD),298,1002805,,ACTIVE,Current,371000.0
ULTRASONIC HOMOGENIZER UH-300-OM02267,299,1002803,3D0027,ACTIVE,Current,482993.28
ULTRASOUND MACHINE MODEL:SSD-500,300,1000202,3320211,ACTIVE,Current,6083000.0
ULTRASOUND MACHINE SSD650,301,1000199,01M10240,OBSOLETE,Current,6083000.0
ULTRSOUND WASHER U500D(ULTRAWARE LTD UK)-O,302,1002882,31794,ACTIVE,Current,71940.0
UPS,166,1002235,110850,ACTIVE,Acquired,5000.0
UPS DIGITAL 1000PLUC UPS(IPA WASH),193,1002853,6310201945,ACTIVE,0.00,
UPS MECER M6-650-BK(ELECTRONIC SHENGHEN CO,194,1002868,4311501808,ACTIVE,Acquired,5000.0
UPS SMART-UPS C1500 SMC 15001(APC),200,1002844,AS1324124655,ACTIVE,0.00,0.0
UPS X50,202,1001816,,ACTIVE,Acquired,5000.0
UTENSIL SHELF-PRICE ESTIMATE,80,1003833,,ACTIVE,Current,12000.0
UV CROSS LINKER MODEL BLX-254,303,1002592,V016518,,ACTIVE,0.0
UV ILLUMINATOR MODEL UVT400-M 4311,304,1002068,,ACTIVE,Current,499000.0
UV MANI SPECTROPHOTOMETER(SHIMADZU CORP J,305,1002928,A10934301921,ACTIVE,Current,482993.28
UV POWER SUPPLY 73530,306,1002067,,,ACTIVE,0.0
UV RADIATION MODEL STS-20 WM,307,1002591,M000880,,ACTIVE,0.0
UV TRANSMITTER POWER ADAPTER CS-300V(ALPHA L,308,1002890,100406046,,ACTIVE,0.0
UV VIEWER MODEL 220V-OM02133,309,1003317,,ACTIVE,Scrap value,4263.6
UV VISIBLE SPECTROPHOMETER MODEL: DU-6 BECK,80,1006759,4145352,ACTIVE,Current,582249.0
UV-MINI SPECTROPHOTOMETER-OM02270,65,1000905,410934301918,ACTIVE,Current,482993.28
VACUUM CLEANER SAMSUNG MODEL SC56BO,117,1003632,VOC181FS,ACTIVE,0.00,
VACUUM EVAPORATOR MODEL:JEE-4X-OM01643,81,1006407,EX237043-61,NOT WORKING,Scrap value,2387.0
VACUUM FILTRATOR MODEL 103022-OM02431,310,1003293,,ACTIVE,Current,39600.0
VACUUM PUMP MODEL:160VP-D HITACHI-OM02015,82,1006731,N08022,ACTIVE,Current,8360.0
VACUUM PUMP MODEL:2008A ALCATEL-OM02015,83,1006742,60606,ACTIVE,Current,8360.0
VACUUM PUMP MODEL:E2M2 EDWARDS,84,1006744,15527,ACTIVE,Current,17764.56
VACUUM PUMP MODEL:E2M5 EDWARDS,85,1006730,06810,ACTIVE,Current,16013.36
VACUUM PUMP MODEL:RZ-5 GMBH-OM02193,86,1006745,20815913,ACTIVE,Current,17766.0
VACUUM PUMP WASH STATION MANIFOLD(BIORAD,311,1002837,262-BR-4167,ACTIVE,Current,162624.0
"VACUUM PUMP, WASH STATION MANIFOLD(BIO-RA",312,1002836,2620BR 4096,ACTIVE,Current,162624.0
VACUUM SUCTION MACHINE,313,1002660,,,ACTIVE,0.0
VECTOR BIOLOGY/PARASITOLOGY,25,1006808,,ACTIVE,Current,42795720.0
VELOCITY METER MODEL:9535-A,118,1000411,9535A-01900,ACTIVE,0.00,
VICE BENCH 004,306,1006561,,ACTIVE,Current,7035.6
VISIBLE SPECTROPHOMETER MODEL:10010 HITACHI,87,1006764,5911-48,ACTIVE,Current,23878263.0
VITAL SIGNS MACHNE,314,1001464,JA095486,,ACTIVE,0.0
VOLTAGE REGULATOR 53166,315,1002066,,ACTIVE,Current,75000.0
VOLTEX MIXER,66,1000908,6805038,ACTIVE,0.00,
VORTEX GENEI 2 MODEL G-560,316,1002061,166287,,ACTIVE,0.0
VORTEX GENIE 2 G560E(SCIENTIFIC INDUSTRIES INC),317,1002865,2E-192527,,ACTIVE,0.0
VORTEX GENIE 2 MODEL G-560E,318,1002610,37857,,ACTIVE,0.0
VORTEX GENIE 2 MODEL G560E,319,1002639,,,ACTIVE,0.0
VORTEX GENIE MODEL Q-560E,320,1002053,37944,,ACTIVE,0.0
VORTEX MACHINE MODEL 37864-OM01691,321,1002546,,ACTIVE,Current,1452.0
VORTEX MACHINE(MAGNETIC)-OM01659,322,1002609,K01B010,ACTIVE,Scrap value,2312.0
VORTEX MICEX SA8(BIBBY STERILIN LTD UK),323,1002871,R000100996,ACTIVE,0.00,
VORTEX MIXER MODEL:KR-2 WITEG-OM02144,88,1006695,D7813,ACTIVE,Scrap value,2249.0
VORTEX MIXER SA8(BIBBY STERLIN LTD UK),325,1002841,R000100988,ACTIVE,Current,26611.2
VORTEX MODEL HEIDOLPH,326,1002113,120503148,ACTIVE,0.00,
WAITING COUCH,309,1006646,,ACTIVE,Current,12000.0
WALL UNIT-PRICE ESTIMATE,313,1000690,,ACTIVE,Current,30000.0
WARDROBE-PRICE ESTIMATE,316,1001780,,ACTIVE,Current,20000.0
WATER BATCH(PRECISION SCIENTIFIC),331,1002062,27AX-1,ACTIVE,0.00,
WATER BATH,332,1002317,VRC059,ACTIVE,Current,319000.0
WATER BATH MODEL 001-0623,336,1003276,863482,ACTIVE,Current,160000.0
WATER BATH MODEL 5540-A5,337,1002652,829147002,ACTIVE,Current,319000.0
WATER BATH MODEL HAAKE 50,338,1003277,3DIN12876,ACTIVE,Current,160000.0
WATER BATH MODEL JB1,339,1003278,115033,ACTIVE,Current,160000.0
WATER BATH MODEL KR-2,341,1002688,4410301,ACTIVE,Current,160000.0
WATER BATH MODEL:W350 MFG:MEMMERT-OM0213,89,1006773,811009,ACTIVE,Scrap value,2600.0
WATER BATH ULTRA SONIC CLEANER MODEL US-20,342,1003188,430805,OBSOLETE,Current,160000.0
WATER BATHE GFL,343,1002498,11018059,ACTIVE,Current,40250.0
WATER DISPENSER,25,1003930,60109870,ACTIVE,Current,10000.0
WATER DISPENSER - ALPINE,26,1001589,,ACTIVE,Current,10000.0
WATER DISPENSER ASHTON MEYERS 0437,27,1001757,,ACTIVE,Current,10000.0
WATER DISPENSER MODEL ERDEMANN,28,1003005,SXY20000772,ACTIVE,Current,35000.0
WATER DISPENSER RAMTONS,29,1003702,031501,ACTIVE,Current,10000.0
WATER DISPENSER(ASHTON MEYERS),31,1000775,,ACTIVE,Current,10000.0
WATER FIRE EXTINGUISHER,12,1000096,,,ACTIVE,0.0
WATER PUMP M50 II-2-OM01369,90,1006326,A5D98474,ACTIVE,Current,11286.0
WATER PUMP MODEL: M50 III-2-OM01600,91,1006325,A5D98475,ACTIVE,Scrap value,2316.0
WATER PUMP TOSHIBA-OM01430,92,1006327,540829970,ACTIVE,Scrap value,4575.0
WATER PURIFICATION SYSTEM(SMARTPARK),347,1002651,F4DA29933,ACTIVE,0.00,
WATER STILL MODEL 2302,348,1003272,N121601A,OBSOLETE,Current,160000.0
WEIGHING BALANCE A&D GX-200(A&D COMPANY),349,1002913,14530278,ACTIVE,Current,63866.88
WEIGHING BALANCE A&D GX-2000(A&D COMPANY,350,1002901,14530571,ACTIVE,Current,63866.88
WEIGHING BALANCE ABS-120-OM01492,351,1003296,WB06001N,ACTIVE,Current,5438.0
WEIGHING BALANCE JP-3000-OM02142,355,1002327,BJJ0291,ACTIVE,Current,5329.28
WEIGHING BALANCE(SATORIOUS)-OM02132,357,1002326,BTT0311,ACTIVE,Current,11724.24
WEIGHING MACHINE,358,1002701,7125390490,ACTIVE,0.00,
WEIGHING SCALE,127,1000401,7131341929,ACTIVE,Current,2000.0
WHEEL CHAIR,977,1000120,,ACTIVE,Current,20000.0
WOODEN BOOKSHELF,81,1003825,,ACTIVE,Current,8000.0
WOODEN BOOKSHELVES,321,1001811,,ACTIVE,Current,8000.0
WOODEN CABINENT,323,1003733,,ACTIVE,Current,15000.0
WOODEN CABINET,294,1001121,,ACTIVE,Current,15000.0
WOODEN CABINET SMALL IN SIZE,427,1003579,,ACTIVE,Current,15000.0
WOODEN CUPBOARD -R,325,1003962,,ACTIVE,Current,12000.0
WOODEN DRAWER,7,1000031,,ACTIVE,Current,5000.0
WOODEN DRAWER - UCHIDA,15,1000047,,ACTIVE,Current,5000.0
WOODEN FILE CABINET,429,1003638,,ACTIVE,Current,15000.0
WOODEN FILING CABINET,433,1003426,,ACTIVE,Current,15000.0
WOODEN LOCKER,352,1000645,,ACTIVE,Current,5000.0
WOODEN LOCKERS,358,1001313,,ACTIVE,Current,5000.0
WOODEN OFFICE SHELF,87,1000379,,ACTIVE,Current,8000.0
WOODEN RACK,363,1006375,,ACTIVE,Current,5000.0
WOODEN RECEPTION DESK,37,1003523,,ACTIVE,Current,12000.0
WOODEN SHELF,88,1000532,,ACTIVE,Current,8000.0
WOODEN SHELVE,369,1001637,,ACTIVE,Current,8000.0
WOODEN SMALL CABINET,443,1003162,,ACTIVE,Current,1500.0
WOODEN STAND,371,1001767,,ACTIVE,Current,5000.0
WOODEN STORE SHELF,131,1006096,,ACTIVE,Current,15000.0
WOODEN TABLE,394,1003650,,ACTIVE,Current,12000.0
WOODEN WALLDROP,386,1003826,,,ACTIVE,0.0
WOODEN WARDROBE,387,1000820,,ACTIVE,Current,4280.0
WORK STATION,391,1000604,,ACTIVE,Current,12000.0
WORK STATION 4PCS IN ONE,394,1003612,,ACTIVE,Current,12000.0
WORK SURFACE,395,1000753,,ACTIVE,Current,12000.0
WORKING BENCH,396,1002128,,ACTIVE,Current,15000.0
WORKING STATION,400,1000890,,ACTIVE,Current,12000.0
WORKING TABLE,544,1003112,,ACTIVE,Current,12000.0
WORKING TABLE WITH CABINET,560,1001937,,ACTIVE,Current,15000.0
X-RAY CHEST TUBE STAND MODEL: BF-11-OM00972(P,406,1000194,6268136,ACTIVE,Current,80000.0
X-RAY FILMS NAME PRINTER JIRA-OM00972(PART),127,1000210,,ACTIVE,Current,200000.0
X-RAY GENERATOR MODEL: D1150MP-12-OM00972(,368,1000207,6423321,ACTIVE,Current,500000.0
X-RAY GENERATOR MODEL: D150LE-12-OM00972(PA,369,1000197,64235614,ACTIVE,Current,500000.0
"X-RAY MACHINE, Z-RAY TUBE",370,1000189,415573,ACTIVE,Current,2937088.0
X-RAY VIEWER,372,1000188,,ACTIVE,Current,400.0
YAMATO ROTA VAPOUR,373,1006762,,,ACTIVE,0.0
